category_name,department_name,list_price,unit_price
LAPTOps,home & liViNg ,6280000,6264500000
PHonES ,ElecTrOnIcS ,5188680,213.72
HaircArE , sporTs-oUTDOORs,155.42 VND,3655326
Audio, FAshioN ,286079,276198000
 PhOneS , hOme&LiVINg,2.13 VND,9410000
rC,hoMe & LiVing ,680160,661456
AcCeSsOrIeS,FASHOn ,1377882000,54.29 VND
 teAm SportS , SPoRTs & oUtdOOrs ,5578792,229.46
 hAIRcaRe, ElECTrONiCs,5950000,5924493
 CAMEraS , spORTS & ouTDoors ,6627110,273.84 VND
 fitneSS,Fashon,5415000,5408000
 AuDiO , BeAuTy/CARe ,646514,628250
Furniture ,Electronic ,9454000,9431017000
PhOneS ,sPORTs & outdOOrS ,6753123,6661219
 hAIRcArE,eleCTronIcS,409.23,405.92 VND
Furniture ,tOyz ,4673013,194.07 VND
MAkeUp,fAShON,4308041000,4287588000
RC, elEcTrOnICs ,3257705,134.32
 Cycling,HoMe&liViNg,2000463,82.98 VND
 maKEUp,HOme ANd liVInG,90.57 VND,2114029000
 lapTOps, ELEctRONICS,2470314,2420462000
LAPtOpS,SpoRts & oUtDOorS,205.19 VND,201.08 VND
 WearableS ,elECtROnicS,9722830,9630273
 SkiNcaRe,sPorTs & OUTDoOrs,8392073,8343199
 accEssORiES, sPORtS & outdoorS ,5760000,5747000
 BlOcks, eLecTrONiCs,381.08 VND,380.89
 CleANinG,Toyz ,4765013,196.55 VND
boarD GAmES, ELECTronIcS,1391355000,54.52 VND
 teAM SPOrtS , hoMe & LivinG,49.3,1118000
 audIO , eleCTRoNICS,327.06,7764305
 LApTOpS,tOYz,4536932000,185.48 VND
OutDoor , TOyz,89.37 VND,2116000
wEaRABleS , fAsHion ,8794869,365.59 VND
AUDIo, fashioN,8573000,354.03 VND
 BOarD GAMes ,FasHon ,7758067000,7724787000
 acCeSsOries ,tOyS,6459056,6406685
 BlocKS , FasHON,1543971,1539272000
 FiTNEsS, sPoRTS-oUTDoorS,50000,14356
PuzZLeS , BeAuTY CARE ,220.3,5216510
 shoeS,electrONIcs,1147020000,1097782
cameraS ,TOyz,3236951,131.56 VND
 FurnITURe,BeaUtY/cArE ,213.66 VND,211.64
 puzZLeS ,HoMe&lIVInG,66.96 VND,64.47
Laptops ,elEctrOnicS ,2400747,2390461
 cAmERAs, eLECTROniCS,3941000,3898290
 cameRAs ,HomE&livINg,2119857000,2052020
 lApToPS,hoMe & lIViNg ,1568956,1492550
weARABLES , EleCtrOnics ,3135077,3082151
 WEArablES, HoME & LIVIng,46.10 VND,1090641000
 weaRAblES , tOYz ,3974198,3960000
KITcHEN , beAuTy cArE,48.68,48.65
MakeUp,home & LiVinG,7954000,7857425
fiTNEss , homE&LIvinG,166.13,3952252
 cameRAS ,SpORTS & ouTdOORs,946763,908148000
 WeArAbLES, SpORts & oUTDOOrS,9208553,9158000
 LaPTOPs,BeauTY/care ,2557130,105.89
WeaRaBles,TOYS ,2.66,10935000
 Team spoRTs , sPoRts-oUtdOORS,323.63 VND,7695655
ShoEs ,elECTrOniC,7887905,7826714
cAmErAS,Fashon,1456814000,1423208
 acCEsSorIes, ELectroNIcs ,1019591,938000
 TeaM sPOrTs, FaShIoN,6712602000,6694815
CAmeRaS ,FashON,518001,20.16 VND
CYcLING ,sPorTs & ouTdoORS ,103.64,102.97 VND
FUrNituRE, eleCTrOnIcs ,2048000,83.44
 oUTdoOr , elEcTRONiC,2486971,100.73
haIRcare, home & liviNg ,6367944,6273000
FiTNEsS, SPoRtS-OuTDOors ,4216000,4170871
 FURnITUrE , BeaUty/cAre ,146.16 VND,145.79
 fITnEss,toYs,9803293,406.29 VND
kITchEn,eLECTroNicS,639000,553102
CyCLIng, SPorTs & oUTDOors,7860742000,7835110
MakEUP ,SPOrts & OuTDoORs,8546204,8543533
board gAmEs ,HOmE & LiVIng,4296187000,4255020
weAraBLes , spORts-oUTDOORs ,3112000,3086000
 ouTdOoR , HomE AND LIviNg,4798877,4768880
 shOes, hoMe & LIViNg ,888443000,794490000
 cAMErAs , HoMe anD liVIng,8556547,355.70 VND
 aUDio , fashOn,6308719000,6259510
 CyCling ,toYZ,336.25 VND,7973002
 makEuP,bEauty/cArE,322.78,319.24
 PHoNES,ELEctRONIcs ,259.97 VND,257.89
aUDIO, HOMe & LIVing ,365390,286411
AuDiO,spoRTs-OuTdOOrS,6026876,6018944
 OuTdoor , homE aNd LIvING ,9503473,9493114
FurniTuRE,BeauTY/cARe ,149.54 VND,3558000
 puZzLES, eLeCtRonicS,293.44,289.49
wEaraBlES ,FashIoN,9946241,9857656
 PHones , toyZ ,264.51,6270131
 BOArD gameS, elECtROnIC,5303336000,5270060
pUzZlES , SpOrtS-OUTdoors ,705679000,692.79
 LaPtOps, HoMe & LIving,5041694,209.4
weARABleS, TOYS ,327.50 VND,325.65 VND
 clEANINg,ELECtROnIcs,1890286000,1881367000
fURNITURe , ElEcTrOnIc,259.41 VND,259.39 VND
 LAptOps ,HomE and LIVIng,1476927000,1426360000
OUTDoor , hOME & lIviNG ,4893809,4818631
HaIRcArE, toYs ,261.08,258.14 VND
Rc , HOMe & LIviNG ,387.38 VND,9255000
 tEam SpoRTs , hOMe and lIvINg ,8351781,8285321
Furniture , ElecTrONIC ,3453872,3381000
 phoneS,beaUTy/CArE ,6104991,6080081
 cAmEras,ELECtROniC ,109000,1.08
 PHoNEs , sportS-OUTDooRS,6596191000,270.71 VND
ouTDoor , fAshIon,9917000,9852761000
weaRaBles, HoMe AND lIvInG,529446,20.93
wEARaBLeS , sPorts & OUtdOOrs,3120789,128.34 VND
 CycliNG,eLeCtRoNics ,8413547000,8347882
AUDIO,fAsHion,2489953,2407000
 BlOCKS , Home&liVing ,3508672,145.92
 deCor,tOyz,7924000,7851484
 BlocKs,BeAUTY/CARe,245.54,5840692
ouTDOor,hoMe & lIVIng ,7756642,7691000
 fitnEsS ,SPorts & oUtdoORS ,9350998,9332942
CloThING ,toyS ,9804142,408.34
AudiO, SPOrTs & OUTdOOrS ,391.19,387.91
 rC ,eLECtroNiC,9880132,9813787
AcCessOrIEs ,ELeCTroniCS ,2737000,2646998
sHOes ,TOYs ,1236951,1188506000
MAkeUp ,Home & LIvInG,141.73 VND,3362000
bOARd gamEs,ElectroNIC ,137.19 VND,3247422000
 lAPTOPs, sPoRTs-OUTDOors,3497403,3481425
wearAbles ,fasHOn,35.21 VND,838000
KitcHEn ,BeautY caRE,184.82,182.58 VND
 caMErAS, hOMe & LiviNg ,2063303,83.87 VND
bLocKS ,FashiOn ,9682073000,400.20 VND
PhOnES,TOys,5197309,5146279000
 fItnESS, sPORTS-OuTDOoRS,1763400,1691533
 WeARABLEs, FasHON,3078582,2989922
WEARABleS, FaSHON,3222911,131.21 VND
cycLiNg, ElECTRONICS,2471457,102.2
kiTcheN ,home & LIVING ,301.09,7160767
 PHonES , BEAutY cARe ,857000,34.74 VND
 sKINcaRe , Home & liviNG,6896004000,6850000
 sHOEs , bEaUtY/CArE,178.71 VND,174.84 VND
 MAKeuP, FAshIon,2237000,2210102
 PUzzlES, beaUtY carE,2273553000,92.63 VND
 RC,beAUTY Care ,9213100000,383.52
 clEANIng,FaSHon,4097931,168.05 VND
 FitNEss,Beauty/CaRe,181.70 VND,4347000
 HaiRcARe ,sPORTS-outdOOrS ,67.58,1573698
 CLoTHINg,fasHIoN,1363333,53.01
HAiRCarE ,toyS ,8266802,8205112
 LApTOps,ELeCtroNicS ,640000,25.48 VND
hAircarE , FAShoN ,4255050,173.90 VND
 ClOtHInG, Toyz ,2052644,1953952000
 OuTdOOr, toys,2963912000,2913091000
cameraS , tOyz ,38.38 VND,889134
AUdIO, HoMe & liVInG,4057081,167.75 VND
lAPtoPs ,SpOrts-OuTDooRs ,3499697,3482018
 PhoNeS ,sporTs & OUTdOoRs ,4732318000,4695000
 PUZzLes, HOMe And Living ,3122976,127.22 VND
 weaRABles , SPortS-oUTDoOrS,7557872,7533348
AuDio ,SPorts-OUtDoOrS ,1628099,1574127000
SKiNcARE,ElECTRoNIC,2048899,2021000
FiTnESs,hoMe&living,8242649,341.53
 CYcling,HOMe & lIVing,1119829,1035177000
OutDoOr ,electRoNIC ,7780055,324.07 VND
 weARaBLeS , beAUTY cAre,6236000,257.57 VND
BoArD GAmes ,fASHOn ,7880293,7782000
rc , HoME&LiVinG ,9922587000,9918758
 outDOor , tOYs,312.97,7502000
 MakeUp, faShION,6779000,6747618
SHOes,Home & LiviNg ,93.01 VND,2136301000
lAPtOps ,eLectrONiC ,3979738,163.81
 CLotHiNg , BeAUtY cARE,8592621,356.87 VND
 PUzzlEs, FaSHIOn,66.88,63.1
 CleANInG ,spoRTS-ouTDooRS ,4695813,4614722
AcCeSsORies ,SpORTs-ouTDOOrS,5061000,209.75
CAMeRAS , elEcTRonIC,9619000,400.28 VND
 CLeanINg,sPOrTS & oUTdOOrS ,2918771,2885190
cloThing,beAutY cARE,8727612,8674953000
 sKincArE , HomE anD LivInG,4925880,4873008000
CaMEraS ,eleCTroNic ,6963613,6902295
 dECor ,ToYS ,205000,127242000
CleanInG , fAShiON ,5774699,5700566
 weARABlEs ,spORTs-OUTDOorS ,8557036,354.92 VND
fitnesS, HOmE ANd LIVINg,121411,3.23
 cloThiNg, eLeCtrONIcs ,7861000,327.11
CaMeRAS ,SpORTs-OuTdOOrs ,2105985000,87.48 VND
 BLoCKs, fAShon,67762,2.27 VND
ACCEsSORIeS, SPOrts & ouTDooRS ,54.52,51.91
haiRcArE, FaSHon ,6039779000,5985000
 tEam sPOrts ,SpOrTs-outdoors,7808875000,7743346
 weARaBLEs,beauTY care ,1408664,57.33
 PuzzleS,EleCTrONiC,4970120,4880434
cycLIng, ElectroNICS ,9318167000,9260841
mAkeup,HomE AND LIViNG ,6649676,6612895
skiNCArE ,ELECTRoNIcS ,5958000,5926000
 AUDIO ,sportS-OUtDOOrs ,305.11 VND,7250110
maKEuP,FAsHoN ,7721472,7702014000
 AUdIO , bEAutY/Care ,3004242,2985000
SHOEs , hoMe And lIvING ,3561399,3471909
LaptoPS ,ElectroNICS,83.49,1996000
lAPTops ,bEauTY/caRe,114.40 VND,2667000
 ShoeS ,bEAuTY/Care ,2453540,2427659
lAptops , hOme & LiVIng ,274.13,6530989000
CLeaNiNG, HOME & liVing ,326.80 VND,7789165
LAPtoPS ,FAsHon,3850290,157.64 VND
pHOneS, HomE & LIviNg,5643462000,5549788
WeAraBLES ,ElECTronICS,395.79 VND,9409232
 skiNcare , TOyS ,9926689000,9915725
 fiTNess,sPOrTs & OuTDoors ,5738613,5640167
 skincaRE,elEctRonIc ,1529539,1502531
 aUDIO ,beautY/caRE ,390872,349220000
 TEam spORtS ,elECtronIc,4304479,178.04
sHOes, ELEcTRonIcS,5166210000,213.62 VND
WEaRABLEs,FashIOn ,77.95,1868971000
FURniTUre , sporTS & ouTDoORS,113.26 VND,109.91
haIrCARE, HOmE & Living ,217.94,5215585000
 DECOr, ElecTroNIcS,37.61,823732
 CamERaS,EleCtRONICs,1329109,1319000
 mAkEup , homE & LivIng ,312.62,7481611000
 weArABlEs,beAUty care,5413000,5404043
cAMEras , tOYS ,406.05 VND,405.22 VND
WEaRAblES,hOMe & LIVing ,1458322,59.78
Furniture , tOYZ,4903647,4898222
Furniture ,tOyZ,311.77,7395640000
aUDIo , spoRTs-OUTDoorS ,83.72 VND,1974701
 cyCliNg ,SPoRts-OuTDoORs,182.94,181.93
weaRAbLes ,Toys ,205.13,4871622
 BLoCkS , tOyZ,91.93,2162602
 FitNESs ,HOmE & LiVING ,38.35,828557000
clOTHing, eleCtroniCS ,89.78,2138230
CLoTHING,FaSHoN,1475617000,61.28 VND
skiNCarE ,eLEcTrOnICS,1227636000,47.78
 bLOcKS,HOmE&lIVING ,2240744000,2155196000
 ouTDOOr, home ANd liVING ,2704804,2661922
WeaRABleS , ElECtRoNIC,4517000,185.68 VND
laptoPS , ElECTRonicS,3972000,3888520000
 BOarD GAMEs,HOmE&LiVing ,7591905,7536000
DEcOR,ElEctroNics ,275.3,6544232
 hAiRcAre,tOYz ,6299796,261.54
cLOTHing ,elEcTrOnic,5581000,5510554
bloCkS ,ToYz ,7896457000,7812931
SkINCaRe ,tOys,20.65,422705000
 LaPtoPs,hOME and livIng ,7774233,7747063
phones,HOme aNd livinG ,4082000,4052315000
 PHonES, HOME anD lIvINg,6903793,6877594
 FurNItuRE,tOYS,9483598,392.96 VND
PHOnES ,ToyS ,161.41,3776000
 PhOnes, hoME&liviNG ,1045926,964164
wEARABLeS,BEauty/cArE ,3426000,3414359
 boaRD gAMes, SPoRTS-OuTdoORs ,4834000,4781611000
MAKeUp , sPORTS & OutDoORS,293.52,290.29
 RC,ELECtRoNiC,8987729,8889736
fuRNitUrE , ToYz,57.11 VND,1343000
dECoR, HoMe&lIviNG,6293000,6290000
sKINCARe, hoME&liVing,7688362,7621666
 LAptOPs, ELeCtRoNiCs ,3435012,3403515000
tEAm spOrtS , eLEcTrONiC,354.35 VND,353.32 VND
Rc, eLectroNIC ,30.9,29.23 VND
 DEcor , hOME & LIVinG ,289.67,6916227
SkincAre,TOyS,167000,87192
lApTOps ,sporTS & OUTDOoRS,143.96 VND,140.72 VND
kITCHEN,SPorts & outdoorS ,1253783000,1205464
OuTDOOR, faSHoN,78.14 VND,1847000
Furniture ,spORts-OutDOoRs ,310.88 VND,7381887
acceSSoRIES, toyS,0.74,1000
WEARAblES ,Sports-oUTDoOrS ,4386865,4360091
SKInCARe , hOme & livINg,267.19,6329956
Furniture ,eLecTrOnIC ,5740388,238.11 VND
 skinCArE, EleCTroNiC,5541637,5490966
 cloThiNg,FashOn,6371150,263.25
 mAkeup ,ELECTroniCs,5454000,226.02 VND
RC, hOMe AnD LivInG,7372395000,7318170
dEcoR ,HomE ANd liviNg,7747000,319.29
 acCESSORiEs ,toyz ,4762246,4731000
 CamERas, eLecTRonIcs ,5107677,5029088000
 PhoNEs , fAsHioN,1556000,1479396
 HAIRcAre, SPoRTs & ouTdoorS ,273.6,271.27 VND
OUTdoOR,sPORtS-oUTdooRs ,5986847,5978552
weARABLES,fAShION,5419526,5397000
 HAIRcaRe,TOyZ,5711984000,5689802
FItneSs ,toYZ,4631773,4621115000
 fITNeSS ,tOyS ,2289931,92.54 VND
 PUzZles, home & LIVING,5103514,210.16
 aUdIO,eleCTRoNics,6555768000,6514668000
decOR ,eLECtRoNiCs ,5768000,5674433
 rc ,ELeCTRonICS,176084,105061000
CLOtHInG,FAshIoN ,375.02,8960901000
cAMeRaS , eLECTRONICs,2950999,122.61
fitNeSS, SPOrts-ouTDoorS,61.52,1446881
blOCks, ELeCtrOniCS ,3910276,160.45
TeAM SPORts , FAShION ,122998,99582
 kitcHEn ,Home & lIVing,355.75 VND,8447935
CaMErAS, tOYZ,9884861,9798627
PHONEs, eLECtrONiCs,6464879,6421543000
auDIo,eLEctrOniCs ,3613593,147.5
Furniture , eLecTroNICs ,1522000,1504317
hAircAre,BeAutY/carE,8924383,8851000
cyclIng , hOmE&livinG ,9124562000,9070000
clOTHiNG,FAShON ,4986192,4980151000
TEAm SPOrtS, faSHion,5262668,5233000
pHoneS , SpoRts-ouTdooRs ,2461400,2372961
FURNituRe , fAshon,660851000,582000
AUdiO , hOMe&LIVing ,249.7,5989000
acCessorIES, tOYZ,332.98,7934103
lAPToPs , hOMe&LiVinG,175.31 VND,4119759
 pHOnes ,SpOrTs-oUTDOORs,7537576,7537203
 fURnItuRE, bEAutY carE,8938431,8843798
 PhoNeS ,tOYz,2529841000,2445319000
 audIO ,bEauty care ,335.23 VND,7981280
 OutdOoR , sPorts & OutDooRS,3522891000,3503740000
wEAraBles , SPorTs & OUTDOOrS ,8477248,8448707000
 KITchEn ,TOYS ,7636522,7588162
rc, FaShioN ,4518822,184.79 VND
acCeSSoRiEs ,spoRts & outDOoRs ,4816924,199.38
audIO , ElEcTrONiC ,7792264,7724086
 sHOEs , EleCtroniC,5044936,5002000
CaMEraS, fasHon,77000,29117
 TeaM sPORTs,homE & liviNg,7042891,7017000
AcCeSSoRies ,bEauty carE,290.25,287.87 VND
FitNEsS, spORTS & outdoors ,133.31,3100266000
 pHones,hoMe & LiVING,46.51,42.69 VND
kiTcHen , SPORTs-oUTdOorS ,5223920,216.35
weAraBlEs , ElECtRonICs ,7804699,323.17
 PUzZlES,beaUTY cARE ,5276749,5205982
 cAmerAs,Toys ,8426280,350.61
OutdoOr ,eLECtroniC,6867000,6811533
 kitCHEn,toYZ ,3722966,3669217
pHoNeS,Fashon,1274000,50.49
 CYcLInG, Home&lIVing ,379.17,9088564
 PHoNEs,hoMe&LIVInG ,18.58 VND,442449
LApTops ,fasHON ,3048000,125.34
Team SpoRTS,sPOrTs-OUTdoOrS ,1208616,1158519
 skINcAre , ELecTronIC,1497074,1475296
Furniture ,FAShiOn ,243.29 VND,5808521
bLOCks , toYz,8910062,8898665000
AudIo,FasHIoN ,8856328000,8805462
CaMEraS ,toYs,1279725,52.4
 AUDio ,ElECTroNiC ,262.54 VND,6246138
 bloCks , SPOrtS & outDOors,8947827,8943000
 LAPToPs ,BEAUTy/cArE ,2290761,2288789
PUZzles ,ElecTROniCs,8339293,8322510
 OuTDOOr , SPORtS & oUTDoors,6643576,273.28 VND
 mAKEup,bEAuTY/CArE,580924000,561658
FitNeSS,TOYZ ,6269000,257.09
 CyClinG,HOmE&liVinG ,5666270,5607251
PhoneS,HoMe & Living,425832,334000
phONEs , HoME & LiviNg,4978000,206.33
 MakeUp ,EleCtROnIC ,6632797,274.66
BoarD GAMEs , fAShON,7797438,7756142
 LaptOPS,ELECTRoNIc,1157654,1144280
 tEaM sporTS , hOME & lIViNg ,169.11,168.58 VND
aUDIO , Toys,292.31 VND,6936820
 FitNESS ,ELECtRONIcs,6205000,6106930
teAm SPOrts , hOME&LiViNG,7508802,7436489
 FurnituRe, toyZ ,143.05,3392000
 weARAbLES, fASHon ,9745300,9745070
CYClINg, ELEcTRONIcS,110.51 VND,109.84
 MakeUP ,TOyZ ,6683295000,276.54
 lAptOPs,HOme&lIVINg ,1203101,46.95
DEcOr, bEAUty/caRE ,60.14,56.29 VND
 LaPtOPs,hoME AnD LIVIng ,2955000,122.71
 lAPTops,home & LIviNG,390.56,9335027
 PHONes , eLeCTRoniCS ,9628000,397.61 VND
lAPtOps,ELectRONICs,59.21,1378000
deCor,hOME&livINg ,2949868,2934905
 hAIRcAre, tOYz ,2172935,89.51 VND
decOr , BeAuty/CArE ,6381355000,6303481
 KiTchEn ,eLECTrONICS,103.42 VND,101.27 VND
pHoNEs, ElectrOnic,7711576,319.41
CAMERAs , Toyz,7324489,7288009
 AudiO , hOMe & LiVInG ,2402731,2332402
 ACcEssorieS, ELeCtrONiCS,197.01,4643615000
audIO, beAutY CaRE,221.44 VND,5303679000
 PhoNeS , HomE&lIViNG,137.43 VND,134.07
fUrNiTUre ,HOme & liVING ,8541260000,8521110000
OUTDooR, bEAuTY/CaRe ,192.16 VND,191.26
rC, toys,2842980000,2812000
sHoes , electroNicS,4309527000,4269470000
cLotHing,BeAuTy/CarE,7229861000,299.31 VND
TEAm SPOrtS,SporTs & OuTDOORs,6465821000,267.49
 FurniTure, tOyz ,6247000,6151611
CLOThINg ,BEaUTY/cArE ,296.57,7095305
 camEras,BEauTY caRE,7716316,7666581
 acceSsoRies,HOmE & liviNg ,3358674,136.44
AUdIo , SporTS & OUTDOorS ,9535344,394.67 VND
 CAMEras ,HOMe & LivinG,5633325,5603013
Rc ,Fashon,219.41 VND,5200072
 tEam SpoRTs , hOMe and lIvINg ,8351781,8285321
 BoArd gameS ,hOME&LivING,2101000,2008000
PhOneS ,sPORTs & outdOOrS ,6753123,6661219
CaMErAs,ToYS ,56.66,1326471000
 aCCessoRies,ElEcTRonIC ,334.95,8021525
AuDio , FaSHIoN,295.48,7030817
 aUDIo ,bEAutY cARe,285.48,6770657000
 MAkEuP,faSHIon,8159370,8092497
AuDiO , BEaUty cArE,350.12,347.68 VND
Rc ,Toyz ,2785015,2756867
 phOnEs, BeAUTY/CaRE ,528015,500000
bOaRD GaMES , fASHion,5148836,5119598
CAmeRaS ,FashON,518001,20.16 VND
 cLOTHING , ElEctRONic ,9046868000,8969248
 acCEsSorIes, ELectroNIcs ,1019591,938000
 phonEs, fAsHion ,1720639,69.33 VND
 aUDIo ,eLEctROniC ,4044636,167.42
 FURnitUre , beAuTY cARE,8852616000,367.91
BoArD gAMEs,HOMe and lIviNg,7397896000,7353788000
caMeras,bEaUTY CarE,293.35,6963000
Furniture , BEauTY/Care,1377177,1282793000
 DECOR,Fashon,1856013,1829130000
furNIturE ,spoRts-ouTDoOrS ,1955676,1893396
DeCOr ,fAShoN ,4711171,195.01 VND
CamERAS ,FaShIoN ,49,47.86
pHONes , bEAuty caRe ,208.51,207.76
BoARD GAmeS, beAuty/CaRE,234.26 VND,5528000
 BOaRd GamEs , SPoRtS & oUtdOorS ,384.57 VND,9223534
aCcESSorIeS ,ToyZ,2597274,2561000
Furniture ,eleCtrOniC ,4658000,4610290
FuRNITuRE , HoME & lIving ,134.93,130.95
Furniture , HoME & LIVINg,9787113,407.4
 bOard gAMeS,HoMe&LIVIng ,8809755,8765818
BLockS, SporTS & ouTDOOrS,36.50 VND,35.79 VND
 caMERAS, BEaUTY/cAre ,809000,779971
sHoeS,sPORtS & OuTDOors,5148817,5085462
 makEuP,bEauty/cArE,322.78,319.24
pUzZleS ,SpOrtS-OutDOOrs,44.41,1006230
 aUdIO,HomE&LivInG ,101.83,99.44
 TeaM spoRTs ,Fashon,40.25,931788
ACCEsSORIeS, SPOrts & ouTDooRS ,54.52,51.91
CLOThINg, eLectROniCS ,1347585,52.55
lapToPS ,faShion ,6218000,6152000
tEaM sPORts,electronIcS ,8461407000,349.73
lapToPS ,faShion ,6218000,6152000
 sHoEs,eLeCtRONIc ,1892679,1820201
FItneSs ,toYZ,4631773,4621115000
DeCOr, HoMe & LIvINg ,7225741000,7216495
 CAmeras , BeAUty/caRE ,29.96 VND,25.85 VND
 pHoNEs ,SPoRts & oUTdooRS,327.26,7804783
fiTNeSs,EleCTroNICS,8137873000,8134643
 DECor,faShon,3713525000,3614233000
 skiNCarE ,HoME AnD liviNg ,7696000,7662000
Furniture ,tOyZ,311.77,7395640000
PUzzlEs , fAsHOn,6338062000,6264776
 cLotHING, fAsHOn,6074000,6066994000
bloCKs, bEaUTy cARe ,3722927,3630000
Shoes, FashoN ,1638156,65.82 VND
 AcCESSOrIEs ,beauTy/CAre ,139.2,135.46 VND
 AcceSSoRIes ,eleCtrOniCs,2088297000,2018869
 phONES , bEaUTY/cARE,5316929000,5257997000
weaRAblEs ,HoME and LIViNG ,9772492000,9675394
 ACCEsSoRiES ,SPorTS-OUTDOoRS,7484000,7445524000
 hAirCARe , ELeCtrOnics ,8477019,8409205
 WeARableS, toYS,5595216000,5552495000
rc ,homE aND lIViNg ,5963087000,5959000
clEaNiNG ,elECTRoNic ,78.04,75.88
 WeAraBleS , fashIOn ,2914000,2904380
 cyclINg , toyz,75.20 VND,74.36 VND
 fURNitURe, Home AnD livING,3414390,3382803000
OUTDooR ,TOYS ,33.59,778351000
DeCOr ,fAShoN ,4711171,195.01 VND
CLOthING ,SPorTs-outdOoRS,3289503,3281689
 kiTcHEn, hoME & lIVInG ,163590,107538
 accEssORieS , homE AnD LIvIng,704408,686471
LaPtopS,hOME&livING,4530798000,4469982
 MakeUp ,EleCtROnIC ,6632797,274.66
 WEaRables,ELEctronIc,404883000,12.77
 Team SPoRTS ,Fashon,159.53 VND,3804993
WEaraBLes , hOME&livING,8128000,337.65 VND
CaMEraS ,toYs,1279725,52.4
HaIRCaRE ,sporTS & ouTDoORs,186.16 VND,4384505
 HAIRcAre, SPoRTs & ouTdoorS ,273.6,271.27 VND
 makEUp,BeAuty/caRe ,250.62 VND,5995982
 FUrNITuRe,ElECtRONics ,7626732,7579298
 CLeanIng, hoMe and liViNG ,7521075,311.43 VND
OUtDOOR ,eLECTRoNIC ,2469142000,2404592
 laptOPs, FashoN ,262.36 VND,262.14
PuZZleS, HOmE AnD LivIng,7279299,7199672
 CLeanINg,sPOrTS & oUTdOOrS ,2918771,2885190
weaRAbLes ,Toys ,205.13,4871622
 BlocKs, hoME & liVIng ,6401447,264.46
CYclInG, eLECtrOnic,9028095,372.29 VND
 auDio , TOys ,781557,30.26 VND
